Product_ID,Date,Price ($),Quantity Demanded
2,2024-01-30,2361,28
2,2024-01-31,1867,53
2,2024-02-01,2168,38
2,2024-02-02,1911,51
2,2024-02-03,1513,70
2,2024-02-04,1777,58
2,2024-02-05,1648,65
2,2024-02-06,2465,23
2,2024-02-07,1665,64
2,2024-02-08,2313,31
2,2024-02-09,1563,69
2,2024-02-10,1883,53
2,2024-02-11,1795,57
2,2024-02-12,1804,57
2,2024-02-13,2160,38
2,2024-02-14,2343,29
2,2024-02-15,1952,49
2,2024-02-16,1683,63
2,2024-02-17,1594,67
2,2024-02-18,2122,40
2,2024-02-19,2480,22
2,2024-02-20,1755,59
2,2024-02-21,2198,36
2,2024-02-22,1904,51
2,2024-02-23,2001,47
2,2024-02-24,2481,22
2,2024-02-25,2019,46
2,2024-02-26,2435,24
2,2024-02-27,2166,38
2,2024-02-28,2245,34
2,2024-02-29,1950,49
2,2024-03-01,2312,31
2,2024-03-02,2292,32
2,2024-03-03,2111,41
2,2024-03-04,2063,43
2,2024-03-05,2024,45
2,2024-03-06,2373,28
2,2024-03-07,2034,45
2,2024-03-08,1812,56
2,2024-03-09,1569,69
2,2024-03-10,1829,55
2,2024-03-11,2424,25
2,2024-03-12,2314,31
2,2024-03-13,1576,68
2,2024-03-14,2424,25
2,2024-03-15,1783,58
2,2024-03-16,2458,23
2,2024-03-17,2233,35
2,2024-03-18,2478,22
2,2024-03-19,2055,44
2,2024-03-20,2262,33
2,2024-03-21,2222,35
2,2024-03-22,2292,32
2,2024-03-23,1787,57
2,2024-03-24,2074,43
2,2024-03-25,1568,69
2,2024-03-26,2324,30
2,2024-03-27,1638,65
2,2024-03-28,1750,59
2,2024-03-29,2005,46
2,2024-03-30,2204,36
2,2024-03-31,2281,32
2,2024-04-01,2091,42
2,2024-04-02,1606,67
2,2024-04-03,1601,67
2,2024-04-04,1651,64
2,2024-04-05,2191,37
2,2024-04-06,2029,45
2,2024-04-07,1554,69
2,2024-04-08,1689,62
2,2024-04-09,2101,41
2,2024-04-10,1741,60
2,2024-04-11,1543,70
2,2024-04-12,1798,57
2,2024-04-13,2041,44
2,2024-04-14,1880,53
2,2024-04-15,1769,58
2,2024-04-16,1772,58
2,2024-04-17,2093,42
2,2024-04-18,1795,57
2,2024-04-19,2237,34
2,2024-04-20,1608,67
2,2024-04-21,2416,25
2,2024-04-22,1997,47
2,2024-04-23,2396,26
2,2024-04-24,2423,25
2,2024-04-25,2144,39
2,2024-04-26,1839,55
2,2024-04-27,1561,69
2,2024-04-28,2362,28
2,2024-04-29,2321,30
2,2024-04-30,1505,70
2,2024-05-01,1879,53
2,2024-05-02,1841,55
2,2024-05-03,2142,39
2,2024-05-04,1604,67
2,2024-05-05,2200,36
2,2024-05-06,2188,37
2,2024-05-07,1751,59
2,2024-05-08,1766,59
2,2024-05-09,1800,57
2,2024-05-10,1942,50
2,2024-05-11,1789,57
2,2024-05-12,1587,68
2,2024-05-13,2337,29
2,2024-05-14,1758,59
2,2024-05-15,2238,34
2,2024-05-16,2355,28
2,2024-05-17,1563,69
2,2024-05-18,1677,63
2,2024-05-19,2219,35
2,2024-05-20,2296,31
2,2024-05-21,1537,70
2,2024-05-22,1871,53
2,2024-05-23,2043,44
2,2024-05-24,2157,39
2,2024-05-25,1526,70
2,2024-05-26,2120,40
2,2024-05-27,1737,60
2,2024-05-28,2353,29
2,2024-05-29,2346,29
2,2024-05-30,1648,65
2,2024-05-31,2369,28
2,2024-06-01,2150,39
2,2024-06-02,2358,28
2,2024-06-03,1668,64
2,2024-06-04,1735,60
2,2024-06-05,2316,30
2,2024-06-06,1519,70
2,2024-06-07,1982,48
2,2024-06-08,1730,60
2,2024-06-09,1944,49
2,2024-06-10,1938,50
2,2024-06-11,1695,62
2,2024-06-12,2089,42
2,2024-06-13,2121,40
2,2024-06-14,2088,42
2,2024-06-15,1708,61
2,2024-06-16,2075,43
2,2024-06-17,1528,70
2,2024-06-18,1921,51
2,2024-06-19,2273,33
2,2024-06-20,2052,44
2,2024-06-21,2430,25
2,2024-06-22,2200,36
2,2024-06-23,1711,61
2,2024-06-24,2423,25
2,2024-06-25,2233,35
2,2024-06-26,2326,30
2,2024-06-27,1850,54
2,2024-06-28,1712,61
2,2024-06-29,2374,27
2,2024-06-30,1679,63
2,2024-07-01,1716,61
2,2024-07-02,1631,65
2,2024-07-03,1522,70
2,2024-07-04,1970,48
2,2024-07-05,1605,67
2,2024-07-06,2148,39
2,2024-07-07,1711,61
2,2024-07-08,2289,32
2,2024-07-09,2410,26
2,2024-07-10,1968,48
2,2024-07-11,2448,24
2,2024-07-12,1858,54
2,2024-07-13,2323,30
2,2024-07-14,1785,58
2,2024-07-15,2151,39
