Date,Product_ID,Market_Price,Base_Price,Quantity_Demanded
2024-04-13,2,2649.73,2543.73,63
2024-04-14,2,2656.16,2552.16,58
2024-04-15,2,2671.81,2575.81,57
2024-04-16,2,2683.86,2622.86,61
2024-04-17,2,2690.58,2579.58,59
2024-04-18,2,2684.28,2555.28,59
2024-04-19,2,2682.45,2550.45,58
2024-04-20,2,2679.16,2622.16,63
2024-04-21,2,2674.45,2476.45,53
2024-04-22,2,2670.43,2540.43,61
2024-04-23,2,2666.14,2499.14,56
2024-04-24,2,2661.4,2587.4,64
2024-04-25,2,2670.92,2532.92,59
2024-04-26,2,2660.38,2599.38,63
2024-04-27,2,2653.08,2461.08,57
2024-04-28,2,2637.25,2529.25,60
2024-04-29,2,2651.4,2493.4,58
2024-04-30,2,2643.44,2568.44,64
2024-05-01,2,2650.04,2554.04,61
2024-05-02,2,2654.8,2573.8,62
2024-05-03,2,2667.99,2608.99,62
2024-05-04,2,2665.89,2600.89,65
2024-05-05,2,2656.41,2462.41,54
2024-05-06,2,2640.85,2565.85,65
2024-05-07,2,2613.01,2478.01,58
2024-05-08,2,2614.62,2430.62,53
2024-05-09,2,2622.37,2559.37,62
2024-05-10,2,2627.09,2499.09,57
2024-05-11,2,2611.79,2445.79,58
2024-05-12,2,2622.18,2566.18,61
2024-05-13,2,2615.2,2429.2,55
2024-05-14,2,2606.13,2442.13,53
2024-05-15,2,2598.92,2477.92,58
2024-05-16,2,2599.71,2491.71,55
2024-05-17,2,2584.86,2453.86,55
2024-05-18,2,2584.49,2419.49,58
2024-05-19,2,2588.79,2393.79,57
2024-05-20,2,2599.86,2447.86,58
2024-05-21,2,2601.62,2535.62,60
2024-05-22,2,2588.22,2525.22,62
2024-05-23,2,2589.71,2432.71,57
2024-05-24,2,2579.11,2485.11,58
2024-05-25,2,2567.93,2420.93,61
2024-05-26,2,2554.3,2374.3,58
2024-05-27,2,2535.19,2449.19,60
2024-05-28,2,2529.52,2372.52,57
2024-05-29,2,2540.81,2452.81,61
2024-05-30,2,2563.37,2499.37,58
2024-05-31,2,2557.64,2388.64,56
2024-06-01,2,2568.5,2515.5,61
2024-06-02,2,2564.55,2422.55,56
2024-06-03,2,2548.04,2358.04,55
2024-06-04,2,2555.05,2490.05,65
2024-06-05,2,2557.4,2400.4,58
2024-06-06,2,2575.58,2400.58,55
2024-06-07,2,2560.23,2456.23,61
2024-06-08,2,2588.19,2505.19,64
2024-06-09,2,2604.11,2542.11,64
2024-06-10,2,2603.93,2413.93,56
2024-06-11,2,2600.95,2533.95,60
2024-06-12,2,2593.79,2448.79,59
2024-06-13,2,2594.89,2422.89,57
2024-06-14,2,2593.05,2505.05,62
2024-06-15,2,2598.18,2503.18,62
2024-06-16,2,2595.24,2517.24,63
2024-06-17,2,2609.39,2498.39,58
2024-06-18,2,2610.64,2545.64,64
2024-06-19,2,2608.07,2438.07,57
2024-06-20,2,2618.32,2559.32,66
2024-06-21,2,2602.09,2450.09,56
2024-06-22,2,2605.5,2472.5,62
2024-06-23,2,2605.76,2423.76,56
2024-06-24,2,2591.65,2477.65,58
2024-06-25,2,2574.56,2522.56,61
2024-06-26,2,2584.67,2393.67,55
2024-06-27,2,2594.29,2425.29,57
2024-06-28,2,2596.02,2479.02,60
2024-06-29,2,2613.19,2418.19,54
2024-06-30,2,2617.6,2531.6,61
2024-07-01,2,2630.09,2508.09,63
2024-07-02,2,2634.3,2442.3,59
2024-07-03,2,2631.54,2533.54,61
2024-07-04,2,2620.96,2450.96,57
2024-07-05,2,2614.93,2477.93,58
2024-07-06,2,2612.36,2423.36,57
2024-07-07,2,2625.99,2539.99,59
2024-07-08,2,2633.69,2523.69,59
2024-07-09,2,2636.99,2463.99,53
2024-07-10,2,2645.69,2557.69,61
2024-07-11,2,2650.97,2538.97,61
2024-07-12,2,2653.58,2558.58,59
2024-07-13,2,2638.6,2501.6,61
2024-07-14,2,2649.99,2589.99,60
2024-07-15,2,2645.4,2534.4,57
2024-01-01,3,3502.24,3335.24,50
2024-01-02,3,3512.72,3338.72,46
2024-01-03,3,3529.55,3456.55,53
2024-01-04,3,3524.97,3429.97,50
2024-01-05,3,3535.75,3467.75,50
2024-01-06,3,3535.37,3418.37,52
2024-01-07,3,3533.64,3382.64,47
2024-01-08,3,3542.48,3451.48,50
2024-01-09,3,3549.0,3468.0,49
2024-01-10,3,3533.24,3375.24,46
2024-01-11,3,3548.0,3463.0,49
2024-01-12,3,3561.8,3415.8,47
2024-01-13,3,3555.55,3375.55,49
2024-01-14,3,3559.51,3437.51,46
2024-01-15,3,3564.45,3379.45,43
2024-01-16,3,3567.05,3421.05,51
2024-01-17,3,3561.55,3389.55,46
2024-01-18,3,3554.83,3435.83,48
2024-01-19,3,3554.58,3492.58,54
2024-01-20,3,3566.31,3468.31,49
2024-01-21,3,3571.74,3462.74,53
2024-01-22,3,3568.04,3389.04,47
2024-01-23,3,3575.75,3521.75,51
2024-01-24,3,3547.27,3471.27,56
2024-01-25,3,3558.75,3360.75,44
2024-01-26,3,3541.36,3484.36,54
2024-01-27,3,3537.73,3438.73,51
2024-01-28,3,3526.54,3410.54,52
2024-01-29,3,3513.59,3420.59,53
2024-01-30,3,3525.2,3351.2,46
2024-01-31,3,3520.52,3413.52,48
2024-02-01,3,3523.99,3471.99,53
2024-02-02,3,3523.52,3388.52,47
2024-02-03,3,3528.29,3409.29,53
2024-02-04,3,3529.06,3350.06,46
2024-02-05,3,3516.23,3465.23,52
2024-02-06,3,3526.19,3375.19,48
2024-02-07,3,3521.25,3437.25,48
2024-02-08,3,3505.68,3358.68,46
2024-02-09,3,3501.4,3422.4,53
2024-02-10,3,3516.41,3351.41,45
2024-02-11,3,3524.91,3467.91,50
2024-02-12,3,3521.43,3322.43,46
2024-02-13,3,3517.93,3424.93,53
2024-02-14,3,3514.72,3429.72,52
2024-02-15,3,3535.49,3409.49,51
2024-02-16,3,3539.3,3459.3,49
2024-02-17,3,3543.61,3447.61,47
2024-02-18,3,3553.91,3449.91,53
2024-02-19,3,3556.3,3401.3,47
2024-02-20,3,3553.71,3383.71,46
2024-02-21,3,3551.74,3447.74,52
2024-02-22,3,3551.03,3358.03,46
2024-02-23,3,3550.65,3489.65,53
2024-02-24,3,3557.93,3363.93,50
2024-02-25,3,3558.45,3365.45,44
2024-02-26,3,3565.78,3376.78,47
2024-02-27,3,3564.97,3379.97,46
2024-02-28,3,3565.75,3513.75,53
2024-02-29,3,3545.77,3352.77,48
2024-03-01,3,3554.94,3475.94,52
2024-03-02,3,3558.4,3486.4,52
2024-03-03,3,3568.38,3427.38,50
2024-03-04,3,3539.42,3375.42,46
2024-03-05,3,3560.3,3407.3,46
2024-03-06,3,3558.91,3391.91,45
2024-03-07,3,3569.99,3515.99,48
2024-03-08,3,3559.59,3406.59,51
2024-03-09,3,3565.72,3408.72,45
2024-03-10,3,3555.18,3441.18,49
2024-03-11,3,3548.95,3378.95,46
2024-03-12,3,3568.09,3489.09,52
2024-03-13,3,3566.18,3368.18,47
2024-03-14,3,3568.35,3435.35,50
2024-03-15,3,3577.05,3378.05,44
2024-03-16,3,3582.01,3501.01,51
2024-03-17,3,3583.51,3518.51,52
2024-03-18,3,3587.16,3500.16,50
2024-03-19,3,3611.2,3420.2,49
2024-03-20,3,3610.62,3525.62,52
2024-03-21,3,3612.63,3449.63,48
2024-03-22,3,3623.14,3508.14,51
2024-03-23,3,3634.2,3480.2,50
2024-03-24,3,3646.07,3512.07,49
2024-03-25,3,3652.45,3601.45,50
2024-03-26,3,3641.02,3517.02,50
2024-03-27,3,3657.36,3541.36,48
2024-03-28,3,3645.89,3541.89,49
2024-03-29,3,3648.92,3593.92,53
2024-03-30,3,3641.38,3442.38,48
2024-03-31,3,3640.74,3448.74,45
2024-04-01,3,3644.02,3509.02,49
2024-04-02,3,3647.24,3538.24,53
2024-04-03,3,3651.46,3501.46,48
2024-04-04,3,3667.59,3606.59,57
2024-04-05,3,3672.13,3574.13,51
2024-04-06,3,3669.69,3578.69,47
2024-04-07,3,3679.33,3548.33,50
2024-04-08,3,3691.22,3607.22,52
2024-04-09,3,3678.95,3495.95,48
2024-04-10,3,3684.92,3568.92,51
2024-04-11,3,3691.93,3562.93,48
2024-04-12,3,3688.96,3632.96,50
2024-04-13,3,3702.71,3639.71,51
2024-04-14,3,3701.21,3579.21,47
2024-04-15,3,3702.47,3510.47,44
2024-04-16,3,3700.74,3502.74,46
2024-04-17,3,3700.89,3585.89,53
2024-04-18,3,3689.93,3549.93,49
2024-04-19,3,3675.53,3496.53,44
2024-04-20,3,3691.48,3622.48,52
2024-04-21,3,3683.01,3624.01,54
2024-04-22,3,3673.09,3599.09,50
2024-04-23,3,3651.56,3577.56,51
2024-04-24,3,3645.17,3542.17,50
2024-04-25,3,3631.94,3549.94,49
2024-04-26,3,3648.36,3504.36,49
2024-04-27,3,3658.46,3595.46,52
2024-04-28,3,3651.57,3537.57,50
2024-04-29,3,3674.1,3515.1,45
2024-04-30,3,3683.92,3554.92,48
2024-05-01,3,3680.67,3577.67,51
2024-05-02,3,3655.67,3481.67,46
2024-05-03,3,3678.58,3498.58,49
2024-05-04,3,3664.69,3481.69,45
2024-05-05,3,3648.23,3574.23,52
2024-05-06,3,3658.46,3468.46,47
2024-05-07,3,3682.86,3516.86,44
2024-05-08,3,3696.7,3511.7,42
2024-05-09,3,3702.34,3504.34,42
2024-05-10,3,3708.29,3634.29,54
2024-05-11,3,3716.82,3588.82,47
2024-05-12,3,3724.41,3607.41,54
2024-05-13,3,3727.22,3666.22,51
2024-05-14,3,3728.26,3647.26,51
2024-05-15,3,3727.64,3550.64,49
2024-05-16,3,3720.1,3575.1,52
2024-05-17,3,3717.29,3576.29,52
2024-05-18,3,3700.36,3510.36,48
2024-05-19,3,3699.38,3619.38,53
2024-05-20,3,3689.49,3562.49,50
2024-05-21,3,3678.46,3609.46,53
2024-05-22,3,3680.26,3485.26,44
2024-05-23,3,3694.18,3585.18,48
2024-05-24,3,3703.36,3520.36,46
2024-05-25,3,3687.65,3545.65,48
2024-05-26,3,3677.76,3585.76,49
2024-05-27,3,3687.17,3508.17,47
2024-05-28,3,3677.34,3568.34,51
2024-05-29,3,3675.09,3595.09,51
2024-05-30,3,3680.59,3626.59,55
2024-05-31,3,3670.91,3611.91,50
2024-06-01,3,3671.97,3533.97,48
2024-06-02,3,3658.62,3479.62,45
2024-06-03,3,3652.61,3477.61,43
2024-06-04,3,3655.81,3595.81,52
2024-06-05,3,3639.88,3534.88,50
2024-06-06,3,3644.28,3512.28,51
2024-06-07,3,3644.09,3458.09,47
2024-06-08,3,3649.61,3501.61,46
2024-06-09,3,3651.85,3453.85,49
2024-06-10,3,3665.49,3543.49,51
2024-06-11,3,3666.75,3502.75,48
2024-06-12,3,3662.45,3606.45,52
2024-06-13,3,3663.67,3534.67,47
2024-06-14,3,3669.11,3476.11,45
2024-06-15,3,3669.6,3523.6,50
2024-06-16,3,3670.0,3617.0,56
2024-06-17,3,3662.98,3609.98,55
2024-06-18,3,3656.35,3504.35,46
2024-06-19,3,3642.33,3553.33,48
2024-06-20,3,3659.82,3593.82,52
2024-06-21,3,3647.38,3497.38,44
2024-06-22,3,3640.45,3488.45,48
2024-06-23,3,3633.27,3460.27,46
2024-06-24,3,3642.22,3541.22,49
2024-06-25,3,3639.27,3538.27,47
2024-06-26,3,3651.75,3478.75,47
2024-06-27,3,3645.01,3533.01,48
2024-06-28,3,3647.8,3482.8,44
2024-06-29,3,3639.45,3528.45,44
2024-06-30,3,3660.9,3604.9,52
2024-07-01,3,3649.02,3508.02,51
2024-07-02,3,3652.12,3589.12,55
2024-07-03,3,3658.46,3523.46,47
2024-07-04,3,3662.6,3480.6,45
2024-07-05,3,3660.75,3481.75,47
2024-07-06,3,3659.45,3548.45,47
2024-07-07,3,3659.89,3461.89,46
2024-07-08,3,3658.42,3530.42,50
2024-07-09,3,3668.05,3470.05,48
2024-07-10,3,3690.16,3503.16,45
2024-07-11,3,3684.58,3577.58,49
2024-07-12,3,3670.89,3501.89,45
2024-07-13,3,3670.0,3488.0,44
2024-07-14,3,3695.8,3581.8,49
2024-07-15,3,3687.76,3625.76,53
2024-01-01,4,4509.14,4413.14,67
2024-01-02,4,4501.1,4437.1,70
2024-01-03,4,4516.03,4362.03,67
2024-01-04,4,4513.32,4317.32,64
2024-01-05,4,4513.11,4438.11,73
2024-01-06,4,4505.63,4404.63,69
2024-01-07,4,4481.39,4339.39,63
2024-01-08,4,4490.23,4291.23,65
2024-01-09,4,4497.6,4427.6,71
2024-01-10,4,4494.79,4394.79,68
2024-01-11,4,4495.46,4408.46,71
2024-01-12,4,4500.62,4431.62,69
2024-01-13,4,4484.99,4303.99,67
2024-01-14,4,4479.7,4375.7,75
2024-01-15,4,4487.64,4346.64,64
2024-01-16,4,4475.1,4398.1,70
2024-01-17,4,4478.04,4425.04,71
2024-01-18,4,4464.47,4265.47,64
2024-01-19,4,4469.13,4344.13,71
2024-01-20,4,4468.78,4352.78,70
2024-01-21,4,4452.63,4317.63,70
2024-01-22,4,4464.27,4324.27,68
2024-01-23,4,4456.93,4302.93,65
2024-01-24,4,4448.83,4398.83,70
2024-01-25,4,4450.83,4329.83,70
2024-01-26,4,4462.32,4326.32,69
2024-01-27,4,4452.16,4397.16,75
2024-01-28,4,4452.78,4258.78,66
2024-01-29,4,4457.06,4347.06,67
2024-01-30,4,4464.0,4403.0,71
2024-01-31,4,4465.76,4410.76,73
2024-02-01,4,4462.09,4386.09,73
2024-02-02,4,4453.81,4268.81,67
2024-02-03,4,4454.68,4281.68,64
2024-02-04,4,4443.95,4288.95,65
2024-02-05,4,4414.74,4272.74,68
2024-02-06,4,4419.11,4261.11,70
2024-02-07,4,4428.15,4280.15,66
2024-02-08,4,4404.52,4213.52,66
2024-02-09,4,4394.42,4310.42,72
2024-02-10,4,4400.61,4267.61,70
2024-02-11,4,4421.18,4316.18,73
2024-02-12,4,4421.39,4231.39,69
2024-02-13,4,4414.11,4316.11,69
2024-02-14,4,4412.28,4317.28,66
2024-02-15,4,4426.03,4264.03,66
2024-02-16,4,4419.57,4234.57,66
2024-02-17,4,4411.58,4319.58,70
2024-02-18,4,4406.75,4209.75,69
2024-02-19,4,4397.22,4224.22,66
2024-02-20,4,4398.45,4252.45,69
2024-02-21,4,4414.69,4275.69,68
2024-02-22,4,4417.92,4329.92,70
2024-02-23,4,4415.4,4281.4,64
2024-02-24,4,4412.48,4301.48,69
2024-02-25,4,4396.85,4241.85,74
2024-02-26,4,4405.68,4249.68,65
2024-02-27,4,4404.9,4301.9,66
2024-02-28,4,4403.1,4228.1,70
2024-02-29,4,4435.03,4377.03,74
2024-03-01,4,4438.02,4301.02,69
2024-03-02,4,4430.5,4344.5,73
2024-03-03,4,4426.24,4328.24,68
2024-03-04,4,4437.72,4347.72,70
2024-03-05,4,4438.85,4372.85,74
2024-03-06,4,4424.47,4287.47,72
2024-03-07,4,4433.66,4363.66,69
2024-03-08,4,4426.98,4326.98,73
2024-03-09,4,4445.71,4337.71,70
2024-03-10,4,4456.51,4366.51,71
2024-03-11,4,4452.04,4364.04,71
2024-03-12,4,4464.85,4274.85,63
2024-03-13,4,4465.53,4405.53,74
2024-03-14,4,4474.06,4278.06,64
2024-03-15,4,4478.91,4290.91,63
2024-03-16,4,4470.44,4344.44,70
2024-03-17,4,4464.01,4288.01,68
2024-03-18,4,4474.31,4379.31,70
2024-03-19,4,4470.96,4376.96,72
2024-03-20,4,4466.92,4416.92,75
2024-03-21,4,4457.37,4300.37,70
2024-03-22,4,4461.61,4393.61,71
2024-03-23,4,4482.23,4357.23,71
2024-03-24,4,4471.56,4350.56,69
2024-03-25,4,4471.8,4313.8,71
2024-03-26,4,4485.92,4424.92,72
2024-03-27,4,4485.12,4391.12,70
2024-03-28,4,4489.65,4350.65,67
2024-03-29,4,4479.02,4327.02,68
