Product_ID,Date,Market_Price,Quantity,Revenue ($),Visibility,Reviews(1-5),Number of Reviewers,Base_Price,Stock
1,3/21/2024,838,37,31006,0.690361188629244,4,359,454.90362253691063,363
1,3/22/2024,1192,22,26224,0.5592799756017615,5,451,647.0705466157488,393
1,3/23/2024,1245,20,24900,0.571224280180246,3,493,675.8413007857442,337
1,3/24/2024,952,32,30464,0.8384897498845203,3,247,516.7878862233161,274
1,3/25/2024,1436,12,17232,0.9695781752177857,4,172,779.5245846813885,198
1,3/26/2024,1105,26,28730,0.6720278129154562,2,293,599.8430822234919,473
1,3/27/2024,1259,19,23921,0.5095856996568795,2,200,683.4411226419695,326
1,3/28/2024,1128,25,28200,0.5846784400017666,1,163,612.3285038444334,329
1,3/29/2024,1057,28,29596,0.8325213041757378,1,136,573.7865501450054,368
1,3/30/2024,1420,13,18460,0.5996529310085037,2,311,770.8390739885598,166
1,3/31/2024,1162,23,26726,0.7726928836627792,2,270,630.7852140666946,219
1,4/1/2024,815,38,30970,0.666710455221594,1,184,442.4182009159691,216
1,4/2/2024,1096,26,28496,0.9065435500085104,3,192,594.9574824587756,369
1,4/3/2024,1246,20,24920,0.8371813722823518,2,482,676.384145204046,53
1,4/4/2024,1063,27,28701,0.9204190295141388,5,27,577.0436166548162,54
1,4/5/2024,1082,27,29214,0.6001703314357729,4,440,587.3576606025505,409
1,4/6/2024,1154,24,27696,0.9968895272899303,5,182,626.4424587202802,426
1,4/7/2024,1391,14,19474,0.6940496785609127,1,351,755.0965858578074,451
1,4/8/2024,1290,18,23220,0.6543539435212141,1,348,700.2692996093253,356
1,4/9/2024,1478,11,16258,0.56830240171026,4,67,802.3240502500643,125
1,4/10/2024,1131,25,28275,0.5771457527260444,1,236,613.9570370993388,465
1,4/11/2024,882,35,30870,0.9515871569194303,4,128,478.78877694218994,423
1,4/12/2024,805,38,30590,0.9475282095286699,5,306,436.9897567329511,404
1,4/13/2024,892,34,30328,0.7575014038061358,5,289,484.21722112520797,453
1,4/14/2024,1364,15,20460,0.7735217448453691,2,494,740.4397865636588,79
1,4/15/2024,814,38,30932,0.5389339076819064,1,263,441.8753564976673,434
1,4/16/2024,1092,26,28392,0.6062789519791407,3,340,592.7861047855685,184
1,4/17/2024,815,38,30970,0.6015434805856652,2,206,442.4182009159691,360
1,4/18/2024,828,37,30636,0.6661816789828259,5,305,449.4751783538926,369
1,4/19/2024,901,34,30634,0.8950377717317193,5,59,489.10282088992415,110
1,4/20/2024,1290,18,23220,0.6002726044002131,5,400,700.2692996093253,484
1,4/21/2024,1071,27,28917,0.8090359037962402,4,228,581.3863720012306,454
1,4/22/2024,1358,15,20370,0.8311231647712432,5,158,737.182720053848,172
1,4/23/2024,1404,14,19656,0.9717199668243295,2,23,762.1535632957309,342
1,4/24/2024,1217,21,25557,0.9753873474992281,4,228,660.6416570732938,225
1,4/25/2024,1068,27,28836,0.8429215849990264,3,147,579.7578387463252,210
1,4/26/2024,1091,26,28366,0.6377888850126405,5,273,592.2432603672667,135
1,4/27/2024,820,37,30340,0.9620592379814268,2,247,445.13242300747817,70
1,4/28/2024,912,34,31008,0.9124952300439371,4,219,495.07410949124403,354
1,4/29/2024,1148,24,27552,0.8462046578742873,5,46,623.1853922104694,197
1,4/30/2024,1217,21,25557,0.5758281082761434,2,426,660.6416570732938,353
1,5/1/2024,1027,29,29783,0.9741982541773727,1,228,557.5012175959513,243
1,5/2/2024,1302,18,23436,0.6403357303188333,2,138,706.783432628947,407
1,5/3/2024,1230,21,25830,0.8301361428912314,3,236,667.6986345112173,185
1,5/4/2024,1013,29,29377,0.5358910354387126,1,77,549.901395739726,497
1,5/5/2024,895,34,30430,0.77535715073511,5,160,485.84575438011336,339
1,5/6/2024,808,38,30704,0.913201001266239,2,208,438.61828998785654,59
1,5/7/2024,1199,22,26378,0.6925317529170174,1,182,650.8704575438613,481
1,5/8/2024,1323,17,22491,0.8644756941218203,5,422,718.1831654132849,217
1,5/9/2024,1156,24,27744,0.7284775057933768,4,305,627.5281475568838,172
1,5/10/2024,1001,30,30030,0.5914993430152613,1,110,543.3872627201044,170
1,5/11/2024,988,30,29640,0.5446252046808882,5,334,536.330285282181,212
1,5/12/2024,1228,21,25788,0.7044778137296215,4,37,666.6129456746137,101
1,5/13/2024,1220,21,25620,0.5818932502787441,5,283,662.2701903281992,382
1,5/14/2024,1306,18,23508,0.8400613403720872,5,494,708.9548103021542,323
1,5/15/2024,826,37,30562,0.5665707761677969,4,303,448.38948951728895,71
1,5/16/2024,1289,18,23202,0.7399864389434967,3,447,699.7264551910235,163
1,5/17/2024,948,32,30336,0.7623997437897265,3,91,514.6165085501088,351
1,5/18/2024,1359,15,20385,0.8702266667193013,2,14,737.7255644721498,247
1,5/19/2024,1468,11,16148,0.8467167205334087,3,214,796.8956060670463,82
1,5/20/2024,995,30,29850,0.7937236741086695,3,116,540.1301962102937,65
1,5/21/2024,812,38,30856,0.624709823020746,1,243,440.78966766106373,238
1,5/22/2024,1354,16,21664,0.6661493967813624,1,400,735.0113423806407,107
1,5/23/2024,1148,24,27552,0.6306053385630216,4,491,623.1853922104694,421
1,5/24/2024,1324,17,22508,0.7734865748945543,4,182,718.7260098315867,491
1,5/25/2024,1277,19,24263,0.892413334252028,2,133,693.212322171402,167
1,5/26/2024,1336,16,21376,0.6104181187517475,1,441,725.2401428512084,496
1,5/27/2024,1059,28,29652,0.9186371760012082,4,239,574.872238981609,467
1,5/28/2024,1458,11,16038,0.8048323094948733,1,467,791.4671618840282,375
1,5/29/2024,1383,14,19362,0.7174293707899344,3,191,750.7538305113931,234
1,5/30/2024,1007,30,30210,0.6857554658999188,1,399,546.6443292299152,109
1,5/31/2024,1302,18,23436,0.9708268396568693,1,326,706.783432628947,245
1,6/1/2024,967,31,29977,0.7638583349358925,2,73,524.9305524978431,273
1,6/2/2024,809,38,30742,0.5462118196354995,4,259,439.16113440615834,293
1,6/3/2024,1348,16,21568,0.947623203491197,4,352,731.7542758708299,423
1,6/4/2024,850,36,30600,0.9792533090810269,3,195,461.41775555653226,471
1,6/5/2024,1210,21,25410,0.525377863583826,4,72,656.8417461451812,64
1,6/6/2024,1010,30,30300,0.6098406648672813,4,330,548.2728624848206,84
1,6/7/2024,846,36,30456,0.9730579271191511,5,438,459.246377883325,253
1,6/8/2024,1123,25,28075,0.9611875226706514,4,312,609.6142817529244,472
1,6/9/2024,1371,15,20565,0.8751190842547145,5,469,744.2396974917714,194
1,6/10/2024,1236,20,24720,0.8976963236076998,1,430,670.9557010210281,453
1,6/11/2024,1029,29,29841,0.7208735676333338,4,110,558.5869064325549,78
1,6/12/2024,845,36,30420,0.7807204615133805,5,37,458.7035334650232,222
1,6/13/2024,1428,13,18564,0.5982073506318355,1,28,775.1818293349742,297
1,6/14/2024,935,33,30855,0.5315905203463438,2,145,507.5595311121855,172
1,6/15/2024,1086,26,28236,0.7153546330212479,3,130,589.5290382757577,406
1,6/16/2024,1297,18,23346,0.7908205407799586,3,345,704.069210537438,243
1,6/17/2024,1345,16,21520,0.5749742553754564,1,232,730.1257426159245,299
1,6/18/2024,890,34,30260,0.758770346446425,2,53,483.1315322886043,440
1,6/19/2024,1332,16,21312,0.870784243773118,5,58,723.0687651780011,50
1,6/20/2024,1100,26,28600,0.9605930652906507,4,436,597.128860131983,181
1,6/21/2024,982,31,30442,0.6637604933136294,2,334,533.0732187723702,322
1,6/22/2024,1006,30,30180,0.8396070004413063,4,161,546.1014848116134,449
1,6/23/2024,1207,22,26554,0.8627971760403368,5,73,655.2132128902758,335
1,6/24/2024,988,30,29640,0.7279597381175182,1,207,536.330285282181,113
1,6/25/2024,947,32,30304,0.9118138946371008,4,321,514.073664131807,326
1,6/26/2024,1110,26,28860,0.5390550909142251,2,226,602.5573043150009,53
1,6/27/2024,1039,28,29092,0.7700544940017233,5,314,564.015350615573,52
1,6/28/2024,1449,12,17388,0.651882618062814,3,160,786.581562119312,166
1,6/29/2024,1233,21,25893,0.7273655638264769,5,235,669.3271677661227,54
1,6/30/2024,1319,17,22423,0.6966351388289495,2,252,716.0117877400777,311
1,7/1/2024,1273,19,24187,0.564212349959365,2,395,691.0409444981948,393
1,7/2/2024,1168,23,26864,0.5121018272748222,5,68,634.0422805765055,417
1,7/3/2024,1179,23,27117,0.8066917968966457,2,136,640.0135691778253,309
1,7/4/2024,888,35,31080,0.7416906715177493,3,139,482.0458434520007,321
1,7/5/2024,1004,30,30120,0.7722366084019254,5,39,545.0157959750098,246
1,7/6/2024,1264,19,24016,0.7542759133072174,5,327,686.1553447334785,198
1,7/7/2024,996,30,29880,0.6732393707014604,3,134,540.6730406285955,300
1,7/8/2024,1079,27,29133,0.5314407571714961,3,337,585.7291273476451,170
1,7/9/2024,1370,15,20550,0.5134560159929608,5,424,743.6968530734696,212
1,7/10/2024,1362,15,20430,0.9223649299746921,1,460,739.3540977270552,354
1,7/11/2024,1327,17,22559,0.9012254698382531,2,112,720.3545430864921,453
1,7/12/2024,1141,24,27384,0.5429200305285512,1,222,619.3854812823567,458
1,7/13/2024,976,31,30256,0.6936153843595703,1,163,529.8161522625594,50
1,7/14/2024,891,34,30294,0.8427165794610176,1,184,483.6743767069062,144
1,7/15/2024,1332,16,21312,0.5701242877895161,1,466,723.0687651780011,320
2,1/1/2024,1942,50,97100,0.9977972979186187,1,328,1054.2038603421008,276
2,1/2/2024,1742,50,87100,0.9733091010379418,3,229,945.6349766817402,354
2,1/3/2024,2453,23,56419,0.7894245456689869,5,326,1331.5973580943219,201
2,1/4/2024,2006,46,92276,0.9488075833596482,3,425,1088.945903113416,255
2,1/5/2024,1732,50,86600,0.8886494841607282,3,410,940.2065324987221,300
2,1/6/2024,1802,50,90100,0.7894559806706203,4,410,978.2056417798483,80
2,1/7/2024,1562,50,78100,0.5775927438231795,3,60,847.9229813874157,364
2,1/8/2024,2173,38,82574,0.5994168230636481,2,301,1179.600920969817,368
2,1/9/2024,1998,47,93906,0.8566918285973536,4,138,1084.6031477670017,443
2,1/10/2024,2095,42,87990,0.8812692442975927,2,311,1137.2590563422766,255
2,1/11/2024,1864,50,93200,0.6302793325229887,4,203,1011.8619957145601,245
2,1/12/2024,1804,50,90200,0.7682336492331574,2,500,979.291330616452,388
2,1/13/2024,2152,39,83928,0.8719674082758407,2,25,1168.2011881854792,165
2,1/14/2024,1696,50,84800,0.8237720388713796,4,387,920.6641334398573,116
2,1/15/2024,2339,29,67831,0.9078829152732545,4,442,1269.7130944079163,181
2,1/16/2024,1844,50,92200,0.9744641257600759,1,237,1001.005107348524,117
2,1/17/2024,2329,30,69870,0.6633168669232375,4,451,1264.2846502248983,257
2,1/18/2024,2252,34,76568,0.8137536367147384,5,156,1222.4856300156596,475
2,1/19/2024,2042,44,89848,0.7869680142937264,1,62,1108.488302172281,353
2,1/20/2024,2371,28,66388,0.8875902562791979,2,458,1287.084115793574,214
2,1/21/2024,1764,50,88200,0.7794072374699732,5,405,957.5775538843799,179
2,1/22/2024,1880,50,94000,0.9254492086356978,2,53,1020.5475064073889,435
2,1/23/2024,2393,27,64611,0.6668935264082659,2,376,1299.0266929962138,229
2,1/24/2024,2185,37,80845,0.9500961458985135,4,290,1186.1150539894388,443
2,1/25/2024,2062,43,88666,0.5874548411438896,5,295,1119.345190538317,82
2,1/26/2024,2291,32,73312,0.779372623507613,4,273,1243.6565623294298,171
2,1/27/2024,1684,50,84200,0.7845366525090225,2,128,914.1500004202356,402
2,1/28/2024,1899,50,94950,0.6010265750617838,1,457,1030.8615503551232,409
2,1/29/2024,2317,30,69510,0.695506059963839,4,252,1257.7705172052767,448
2,1/30/2024,1905,50,95250,0.5952542022996192,4,103,1034.118616864934,55
2,1/31/2024,2375,27,64125,0.5688333686086349,2,186,1289.2554934667812,279
2,2/1/2024,1631,50,81550,0.7083236301496612,4,152,885.37924625024,273
2,2/2/2024,2209,36,79524,0.6315336669620906,5,406,1199.143320028682,66
2,2/3/2024,2393,27,64611,0.932953830198002,3,93,1299.0266929962138,121
2,2/4/2024,1758,50,87900,0.9706327054346029,3,458,954.320487374569,125
2,2/5/2024,1603,50,80150,0.8334332937148962,4,173,870.1796025377896,100
2,2/6/2024,2335,29,67715,0.6925684804358223,1,13,1267.541716734709,91
2,2/7/2024,1848,50,92400,0.7345712465363372,3,154,1003.1764850217313,419
2,2/8/2024,1670,50,83500,0.6603185639892861,2,490,906.5501785640104,105
2,2/9/2024,2034,45,91530,0.9572661023546004,3,206,1104.1455468258666,96
2,2/10/2024,2370,28,66360,0.9175877138769633,3,278,1286.5412713752723,107
2,2/11/2024,2061,43,88623,0.8353544093609659,4,183,1118.8023461200153,129
2,2/12/2024,2022,45,90990,0.5955893188385437,5,45,1097.6314138062448,406
2,2/13/2024,1761,50,88050,0.8947987543694192,5,171,955.9490206294745,454
2,2/14/2024,2347,29,68063,0.8459072200492486,5,314,1274.055849754331,135
2,2/15/2024,2228,35,77980,0.8120246151813839,4,477,1209.4573639764162,314
2,2/16/2024,2024,45,91080,0.721467534807214,4,366,1098.7171026428484,230
2,2/17/2024,2118,41,86838,0.6556108886911529,4,225,1149.744477963218,432
2,2/18/2024,2404,26,62504,0.7776663575511018,2,184,1304.9979815975335,72
2,2/19/2024,2222,35,77770,0.9684010233425319,1,359,1206.2002974666054,278
2,2/20/2024,2334,30,70020,0.677073019842119,3,282,1266.9988723164074,399
2,2/21/2024,2019,46,92874,0.9775422197994458,5,169,1096.0028805513396,323
2,2/22/2024,1555,50,77750,0.7881841056905248,1,382,844.1230704593031,453
2,2/23/2024,2272,33,74976,0.6796165652160528,3,320,1233.3425183816955,247
2,2/24/2024,2333,30,69990,0.7110500833469862,3,47,1266.4560278981055,167
2,2/25/2024,1732,50,86600,0.9376498025163962,1,191,940.2065324987221,477
2,2/26/2024,1791,50,89550,0.7237166620443948,3,20,972.2343531785285,363
2,2/27/2024,1950,49,95550,0.9831743909170081,5,55,1058.5466156885152,383
2,2/28/2024,2049,44,90156,0.9095798017757732,5,170,1112.2882131003937,165
2,2/29/2024,2418,25,60450,0.7830665647008749,1,471,1312.5978034537588,312
2,3/1/2024,1674,50,83700,0.6599390406111213,1,239,908.7215562372176,89
2,3/2/2024,1815,50,90750,0.7304875506005093,4,108,985.2626192177718,295
2,3/3/2024,1562,50,78100,0.527638349365095,2,342,847.9229813874157,104
2,3/4/2024,1619,50,80950,0.5380610250165753,4,23,878.8651132306185,343
2,3/5/2024,2211,36,79596,0.5091675276539769,3,462,1200.2290088652856,146
2,3/6/2024,1711,50,85550,0.5894578072411585,3,303,928.8067997143843,450
2,3/7/2024,1589,50,79450,0.8013130556273462,3,23,862.5797806815643,297
2,3/8/2024,1553,50,77650,0.5051737546872017,3,247,843.0373816226995,441
2,3/9/2024,2265,33,74745,0.625831849478329,5,98,1229.542607453583,136
2,3/10/2024,1988,47,93436,0.5784008494152585,1,46,1079.1747035839837,88
2,3/11/2024,1834,50,91700,0.8563713791918676,5,290,995.576663165506,367
2,3/12/2024,2092,42,87864,0.5251642618019655,4,486,1135.630523087371,150
2,3/13/2024,2191,37,81067,0.7237065907986773,3,162,1189.3721204992496,162
2,3/14/2024,1988,47,93436,0.8410913365161206,5,317,1079.1747035839837,305
2,3/15/2024,1989,47,93483,0.7636781870008836,4,213,1079.7175480022854,116
2,3/16/2024,2123,40,84920,0.6978185469654653,4,138,1152.458700054727,394
2,3/17/2024,2168,38,82384,0.7803258473218339,1,83,1176.8866988783082,109
2,3/18/2024,1810,50,90500,0.9404921652512962,3,478,982.5483971262628,57
2,3/19/2024,1966,48,94368,0.9194290383205961,5,422,1067.232126381344,194
2,3/20/2024,1968,48,94464,0.9431198529074312,1,484,1068.3178152179476,410
2,3/21/2024,1579,50,78950,0.5417757106296566,2,404,857.1513364985464,174
2,3/22/2024,2452,24,58848,0.7986589609887091,5,225,1331.05451367602,349
2,3/23/2024,1909,50,95450,0.6461306258336412,3,482,1036.2899945381412,347
2,3/24/2024,1649,50,82450,0.838732859742991,4,219,895.1504457796725,440
2,3/25/2024,2199,36,79164,0.9293357837240428,5,98,1193.714875845664,283
2,3/26/2024,2448,24,58752,0.9357157148144987,2,338,1328.8831360028128,311
2,3/27/2024,1626,50,81300,0.9922130598903538,4,147,882.6650241587311,200
2,3/28/2024,1812,50,90600,0.8269470066694485,1,486,983.6340859628664,179
2,3/29/2024,1586,50,79300,0.6677781769196012,3,344,860.9512474266589,459
2,3/30/2024,2327,30,69810,0.5074209292347769,2,381,1263.1989613882947,418
2,3/31/2024,1980,48,95040,0.7906350125311223,4,134,1074.8319482375691,298
2,4/1/2024,1780,50,89000,0.5294984257711299,3,171,966.2630645772086,161
2,4/2/2024,2346,29,68034,0.849131962769252,5,254,1273.513005336029,492
2,4/3/2024,2444,24,58656,0.8671220069597461,2,415,1326.7117583296056,205
2,4/4/2024,1647,50,82350,0.6870874740228936,3,475,894.0647569430689,53
2,4/5/2024,1912,50,95600,0.5129608524497826,5,474,1037.9185277930467,196
2,4/6/2024,2008,46,92368,0.5731910513649673,2,484,1090.0315919500197,236
2,4/7/2024,2344,29,67976,0.7307564837338234,2,144,1272.4273164994254,260
2,4/8/2024,2034,45,91530,0.569286890719732,1,337,1104.1455468258666,389
2,4/9/2024,2017,46,92782,0.6842101840408263,5,378,1094.917191714736,358
2,4/10/2024,1905,50,95250,0.6786340423408415,2,279,1034.118616864934,329
2,4/11/2024,1695,50,84750,0.7473772830398109,3,243,920.1212890215554,355
2,4/12/2024,1551,50,77550,0.7820559290814642,4,286,841.9516927860959,368
2,4/13/2024,2208,36,79488,0.5958753349271634,1,247,1198.6004756103803,412
2,4/14/2024,1893,50,94650,0.7737282408867463,1,95,1027.6044838453124,411
2,4/15/2024,1977,48,94896,0.866332899943171,5,176,1073.2034149826638,237
2,4/16/2024,1899,50,94950,0.660737357326936,4,321,1030.8615503551232,149
2,4/17/2024,1552,50,77600,0.544013698784471,3,450,842.4945372043977,451
2,4/18/2024,1947,49,95403,0.7333380879535006,3,499,1056.9180824336097,342
2,4/19/2024,2064,43,88752,0.8136948182716791,5,168,1120.4308793749206,327
2,4/20/2024,1560,50,78000,0.8304790486521665,3,478,846.8372925508121,342
2,4/21/2024,2047,44,90068,0.9743482142855014,5,493,1111.2025242637899,255
2,4/22/2024,2341,29,67889,0.9629835407834374,5,222,1270.7987832445199,179
2,4/23/2024,1743,50,87150,0.5617061216069466,5,371,946.177821100042,351
2,4/24/2024,2206,36,79416,0.5763146253364848,3,231,1197.5147867737767,374
2,4/25/2024,2265,33,74745,0.9010701441763062,5,343,1229.542607453583,283
2,4/26/2024,1550,50,77500,0.9981468215010499,1,224,841.4088483677941,354
2,4/27/2024,1865,50,93250,0.9941725894751534,1,115,1012.4048401328619,235
2,4/28/2024,1903,50,95150,0.8496301069516938,3,236,1033.0329280283304,366
2,4/29/2024,2435,24,58440,0.9417532182982523,2,499,1321.8261585648895,427
2,4/30/2024,2310,31,71610,0.6393550767392358,5,365,1253.970606277164,90
2,5/1/2024,2118,41,86838,0.6849736865725566,5,307,1149.744477963218,167
2,5/2/2024,1619,50,80950,0.5442388426400944,3,353,878.8651132306185,354
2,5/3/2024,1718,50,85900,0.5884118288329788,4,354,932.606710642497,82
2,5/4/2024,2434,24,58416,0.9461368812846478,3,326,1321.2833141465876,115
2,5/5/2024,2006,46,92276,0.6078620549164588,5,108,1088.945903113416,321
2,5/6/2024,1675,50,83750,0.651089552983455,4,11,909.2644006555195,221
2,5/7/2024,2231,35,78085,0.9272638811686218,2,24,1211.0858972313217,66
2,5/8/2024,1707,50,85350,0.9288862522375609,3,190,926.6354220411771,145
2,5/9/2024,1788,50,89400,0.6858143165056271,5,72,970.6058199236231,367
2,5/10/2024,2178,38,82764,0.5360102994721367,5,486,1182.3151430613261,450
2,5/11/2024,1728,50,86400,0.8968024314872572,2,495,938.035154825515,411
2,5/12/2024,1823,50,91150,0.9627292671441126,4,70,989.6053745641861,432
2,5/13/2024,2313,31,71703,0.869228892034402,4,45,1255.5991395320696,253
2,5/14/2024,1610,50,80500,0.9319279754218891,3,342,873.9795134659022,108
2,5/15/2024,2139,39,83421,0.5587379108290973,3,352,1161.144210747556,309
2,5/16/2024,2133,40,85320,0.8436262675677633,5,127,1157.887144237745,466
2,5/17/2024,2210,36,79560,0.820282318843226,3,209,1199.6861644469839,222
2,5/18/2024,2010,46,92460,0.9124969385278268,5,22,1091.1172807866233,226
2,5/19/2024,2413,26,62738,0.661513246813461,5,247,1309.8835813622497,232
2,5/20/2024,2407,26,62582,0.6437253425988525,1,190,1306.626514852439,221
2,5/21/2024,1763,50,88150,0.7493527790618353,1,120,957.0347094660781,318
2,5/22/2024,2239,34,76126,0.5351394754360985,5,317,1215.428652577736,491
2,5/23/2024,1981,48,95088,0.6735988895879661,1,70,1075.374792655871,442
2,5/24/2024,1814,50,90700,0.5854988947233808,1,423,984.71977479947,278
2,5/25/2024,1912,50,95600,0.5954613601711838,3,86,1037.9185277930467,474
2,5/26/2024,2026,45,91170,0.6184637437656124,2,123,1099.802791479452,305
2,5/27/2024,2360,28,66080,0.9048978966539267,2,204,1281.1128271922541,352
2,5/28/2024,2023,45,91035,0.5097194863267607,2,416,1098.1742582245467,245
2,5/29/2024,1688,50,84400,0.893820722515998,4,66,916.3213780934428,474
2,5/30/2024,1920,50,96000,0.5078591776414194,5,457,1042.261283139461,143
