Order Date,Product_Id,List_Price,Quantity,Visibility,Cart Count,Cumulative Sales,7-Day Moving Avg,Sales Last 7 Days,Trend,Sort Rank,Interaction Score,Stars,Reviews Count
3/13/2023,P001,152,4,608,0.8,614,6,39,-1.571428571,80,163.7155711,3.543085832,629
3/14/2023,P001,152,4,608,0.8,618,6.571428571,42,-2,80,16.97436388,3.103363442,893
3/15/2023,P001,152,14,2128,2.8,632,8.285714286,46,7.428571429,80,151.9219537,4.452182667,278
3/16/2023,P001,152,17,2584,3.4,649,9.857142857,58,8.714285714,80,91.9560418,3.082135034,129
3/17/2023,P001,152,18,2736,3.6,667,10.57142857,69,8.142857143,80,151.5737126,3.501721055,483
3/18/2023,P001,152,8,1216,1.6,675,11.57142857,74,-2.571428571,80,3.753999603,3.34658864,522
3/19/2023,P001,152,14,2128,2.8,689,11.28571429,81,2.428571429,80,96.04663645,3.365731994,246
3/20/2023,P001,152,0,0,0,689,10.71428571,79,-11.28571429,80,308.4455118,4.108708105,799
3/21/2023,P001,152,2,304,0.4,691,10.42857143,75,-8.714285714,80,31.85478333,3.317292895,95
3/22/2023,P001,152,13,1976,2.6,704,10.28571429,73,2.571428571,80,64.25822437,3.081457605,759
3/23/2023,P001,152,19,2888,3.8,723,10.57142857,72,8.714285714,80,27.22113727,3.195668321,441
3/24/2023,P001,152,6,912,1.2,729,8.857142857,74,-4.571428571,80,224.2104247,4.299547365,771
3/25/2023,P001,152,9,1368,1.8,738,9,62,0.142857143,80,163.0838195,3.521787247,915
3/26/2023,P001,152,18,2736,3.6,756,9.571428571,63,9,80,3.012545034,4.078754897,525
3/27/2023,P001,152,15,2280,3,771,11.71428571,67,5.428571429,80,2.564549979,3.053022621,905
3/28/2023,P001,152,19,2888,3.8,790,14.14285714,82,7.285714286,80,165.0948356,4.146734083,554
3/29/2023,P001,152,0,0,0,790,12.28571429,99,-14.14285714,80,182.5271184,4.882929618,844
3/30/2023,P001,152,0,0,0,790,9.571428571,86,-12.28571429,80,358.5124069,3.41336872,294
3/31/2023,P001,152,12,1824,2.4,802,10.42857143,67,2.428571429,80,85.48439803,3.036443651,508
4/1/2023,P001,152,17,2584,3.4,819,11.57142857,73,6.571428571,80,302.2941946,4.311445271,614
4/2/2023,P001,152,9,1368,1.8,828,10.28571429,81,-2.571428571,80,37.16498326,3.521389056,912
4/3/2023,P001,152,3,456,0.6,831,8.571428571,72,-7.285714286,80,282.8671076,4.754944027,429
4/4/2023,P001,152,3,456,0.6,834,6.285714286,60,-5.571428571,80,124.8123468,4.137040567,748
4/5/2023,P001,152,16,2432,3.2,850,8.571428571,44,9.714285714,80,141.3572768,3.744036172,105
4/6/2023,P001,152,4,608,0.8,854,9.142857143,60,-4.571428571,80,107.4913092,4.501742136,226
4/7/2023,P001,152,2,304,0.4,856,7.714285714,64,-7.142857143,80,24.01242308,4.068654947,605
4/8/2023,P001,152,15,2280,3,871,7.428571429,54,7.285714286,80,33.26014048,4.791046457,186
4/9/2023,P001,152,3,456,0.6,874,6.571428571,52,-4.428571429,80,19.82366151,3.182573354,464
4/10/2023,P001,152,13,1976,2.6,887,8,46,6.428571429,80,192.7681401,4.146875776,376
4/11/2023,P001,152,15,2280,3,902,9.714285714,56,7,80,276.5844267,4.204881852,957
4/12/2023,P001,152,3,456,0.6,905,7.857142857,68,-6.714285714,80,76.55645074,4.579236286,118
4/13/2023,P001,152,9,1368,1.8,914,8.571428571,55,1.142857143,80,68.55789968,4.099057765,142
4/14/2023,P001,152,2,304,0.4,916,8.571428571,60,-6.571428571,80,341.3112548,3.234134033,597
4/15/2023,P001,152,8,1216,1.6,924,7.571428571,60,-0.571428571,80,68.78272296,3.202245352,528
4/16/2023,P001,152,13,1976,2.6,937,9,53,5.428571429,80,159.7628141,3.793303204,804
4/17/2023,P001,152,1,152,0.2,938,7.285714286,63,-8,80,49.03961954,3.466456145,657
4/18/2023,P001,152,15,2280,3,953,7.285714286,51,7.714285714,80,382.9196516,4.625599135,520
4/19/2023,P001,152,6,912,1.2,959,7.714285714,51,-1.285714286,80,19.77601702,3.700436493,261
4/20/2023,P001,152,18,2736,3.6,977,9,54,10.28571429,80,221.8637338,4.410168729,723
4/21/2023,P001,152,18,2736,3.6,995,11.28571429,63,9,80,96.80092526,3.507364348,763
4/22/2023,P001,152,19,2888,3.8,1014,12.85714286,79,7.714285714,80,89.99157157,4.645580704,944
4/23/2023,P001,152,0,0,0,1014,11,90,-12.85714286,80,342.6225092,4.924345097,200
4/24/2023,P001,152,16,2432,3.2,1030,13.14285714,77,5,80,43.94165446,3.447191677,143
4/25/2023,P001,152,11,1672,2.2,1041,12.57142857,92,-2.142857143,80,221.0221204,3.086319824,158
4/26/2023,P001,152,15,2280,3,1056,13.85714286,88,2.428571429,80,233.3103327,4.838231431,685
4/27/2023,P001,152,2,304,0.4,1058,11.57142857,97,-11.85714286,80,215.5537361,4.046195688,242
4/28/2023,P001,152,16,2432,3.2,1074,11.28571429,81,4.428571429,80,117.2728374,4.99166275,575
4/29/2023,P001,152,2,304,0.4,1076,8.857142857,79,-9.285714286,80,262.4640264,4.830508683,339
4/30/2023,P001,152,15,2280,3,1091,11,62,6.142857143,80,346.6401903,3.213512132,382
5/1/2023,P001,152,7,1064,1.4,1098,9.714285714,77,-4,80,60.43390616,3.92739681,707
5/2/2023,P001,152,17,2584,3.4,1115,10.57142857,68,7.285714286,80,84.61381969,3.519899726,932
5/3/2023,P001,152,16,2432,3.2,1131,10.71428571,74,5.428571429,80,178.0005384,4.205563764,761
5/4/2023,P001,152,12,1824,2.4,1143,12.14285714,75,1.285714286,80,27.86225243,4.899599827,265
5/5/2023,P001,152,4,608,0.8,1147,10.42857143,85,-8.142857143,80,227.9416117,3.16549684,807
5/6/2023,P001,152,17,2584,3.4,1164,12.57142857,73,6.571428571,80,16.03175745,3.052733949,810
5/7/2023,P001,152,0,0,0,1164,10.42857143,88,-12.57142857,80,143.152536,3.75347794,291
5/8/2023,P001,152,16,2432,3.2,1180,11.71428571,73,5.571428571,80,426.6248522,3.073643735,520
5/9/2023,P001,152,0,0,0,1180,9.285714286,82,-11.71428571,80,58.00783226,4.729444753,986
5/10/2023,P001,152,4,608,0.8,1184,7.571428571,65,-5.285714286,80,14.99661208,4.110863411,574
5/11/2023,P001,152,4,608,0.8,1188,6.428571429,53,-3.571428571,80,334.3509591,3.494696203,87
5/12/2023,P001,152,8,1216,1.6,1196,7,45,1.571428571,80,77.34852069,3.549463594,781
5/13/2023,P001,152,0,0,0,1196,4.571428571,49,-7,80,117.9776876,3.093792936,104
5/14/2023,P001,152,7,1064,1.4,1203,5.571428571,32,2.428571429,80,37.01712492,3.952421394,780
5/15/2023,P001,152,17,2584,3.4,1220,5.714285714,39,11.42857143,80,238.0712041,4.935947531,999
5/16/2023,P001,152,16,2432,3.2,1236,8,40,10.28571429,80,72.19486295,3.841071557,238
5/17/2023,P001,152,13,1976,2.6,1249,9.285714286,56,5,80,194.6322727,4.806302117,713
5/18/2023,P001,152,1,152,0.2,1250,8.857142857,65,-8.285714286,80,235.4303231,4.273288643,344
5/19/2023,P001,152,18,2736,3.6,1268,10.28571429,62,9.142857143,80,240.0650085,4.094892614,490
5/20/2023,P001,152,14,2128,2.8,1282,12.28571429,72,3.714285714,80,131.8947276,4.395283743,806
5/21/2023,P001,152,3,456,0.6,1285,11.71428571,86,-9.285714286,80,48.23558294,3.984232586,517
5/22/2023,P001,152,19,2888,3.8,1304,12,82,7.285714286,80,96.44246285,4.241611369,459
5/23/2023,P001,152,12,1824,2.4,1316,11.42857143,84,0,80,78.97049607,3.480291238,892
5/24/2023,P001,152,14,2128,2.8,1330,11.57142857,80,2.571428571,80,83.35353882,4.169532212,980
5/25/2023,P001,152,15,2280,3,1345,13.57142857,81,3.428571429,80,14.25399592,3.691334567,204
5/26/2023,P001,152,2,304,0.4,1347,11.28571429,95,-11.57142857,80,97.95021502,3.344639742,643
5/27/2023,P001,152,18,2736,3.6,1365,11.85714286,79,6.714285714,80,5.817372325,3.690165256,691
5/28/2023,P001,152,5,760,1,1370,12.14285714,83,-6.857142857,80,17.79052181,3.412667437,555
5/29/2023,P001,152,16,2432,3.2,1386,11.71428571,85,3.857142857,80,135.6151088,3.643165529,803
5/30/2023,P001,152,14,2128,2.8,1400,12,82,2.285714286,80,196.6496872,4.747157248,840
5/31/2023,P001,152,15,2280,3,1415,12.14285714,84,3,80,32.35210782,4.736602214,17
6/1/2023,P001,152,16,2432,3.2,1431,12.28571429,85,3.857142857,80,176.2338411,3.418698647,648
6/2/2023,P001,152,13,1976,2.6,1444,13.85714286,86,0.714285714,80,302.1526605,4.062531508,395
6/3/2023,P001,152,12,1824,2.4,1456,13,97,-1.857142857,80,73.71256155,3.504873889,16
6/4/2023,P001,152,2,304,0.4,1458,12.57142857,91,-11,80,82.45489231,3.894824734,748
6/5/2023,P001,152,18,2736,3.6,1476,12.85714286,88,5.428571429,80,175.3194993,4.474810412,37
6/6/2023,P001,152,9,1368,1.8,1485,12.14285714,90,-3.857142857,80,55.34962626,3.422896014,483
6/7/2023,P001,152,11,1672,2.2,1496,11.57142857,85,-1.142857143,80,25.1272534,4.187184907,589
6/8/2023,P001,152,9,1368,1.8,1505,10.57142857,81,-2.571428571,80,74.82032918,3.173840576,120
6/9/2023,P001,152,1,152,0.2,1506,8.857142857,74,-9.571428571,80,129.2387626,3.863319092,604
6/10/2023,P001,152,9,1368,1.8,1515,8.428571429,62,0.142857143,80,12.81062174,4.799294794,329
6/11/2023,P001,152,1,152,0.2,1516,8.285714286,59,-7.428571429,80,116.6673447,4.973030498,750
6/12/2023,P001,152,0,0,0,1516,5.714285714,58,-8.285714286,80,21.6328865,3.305718278,512
6/13/2023,P001,152,15,2280,3,1531,6.571428571,40,9.285714286,80,123.204412,3.175775249,359
6/14/2023,P001,152,8,1216,1.6,1539,6.142857143,46,1.428571429,80,40.94898446,3.820793654,557
6/15/2023,P001,152,5,760,1,1544,5.571428571,43,-1.142857143,80,238.4108604,4.834791226,856
6/16/2023,P001,152,5,760,1,1549,6.142857143,39,-0.571428571,80,460.6252533,3.341775175,956
6/17/2023,P001,152,1,152,0.2,1550,5,43,-5.142857143,80,25.81641258,3.953238968,182
6/18/2023,P001,152,11,1672,2.2,1561,6.428571429,35,6,80,47.32806626,3.647358473,796
6/19/2023,P001,152,19,2888,3.8,1580,9.142857143,45,12.57142857,80,36.36529818,3.229673649,99
6/20/2023,P001,152,13,1976,2.6,1593,8.857142857,64,3.857142857,80,79.71732188,4.012207913,520
6/21/2023,P001,152,3,456,0.6,1596,8.142857143,62,-5.857142857,80,6.847706306,3.103647074,699
6/22/2023,P001,152,9,1368,1.8,1605,8.714285714,57,0.857142857,80,31.94412472,4.979920465,22
6/23/2023,P001,152,7,1064,1.4,1612,9,61,-1.714285714,80,275.5673559,3.277649547,338
6/24/2023,P001,152,16,2432,3.2,1628,11.14285714,63,7,80,22.00176385,3.943152377,428
6/25/2023,P001,152,16,2432,3.2,1644,11.85714286,78,4.857142857,80,264.1745904,4.930053821,343
6/26/2023,P001,152,10,1520,2,1654,10.57142857,83,-1.857142857,80,361.2554989,3.75845717,522
6/27/2023,P001,152,7,1064,1.4,1661,9.714285714,74,-3.571428571,80,233.1831722,4.683657554,849
6/28/2023,P001,152,10,1520,2,1671,10.71428571,68,0.285714286,80,58.53496946,4.599074262,300
6/29/2023,P001,152,4,608,0.8,1675,10,75,-6.714285714,80,332.1473127,4.04613085,141
6/30/2023,P001,152,12,1824,2.4,1687,10.71428571,70,2,80,60.35808066,4.633198879,304
7/1/2023,P001,152,7,1064,1.4,1694,9.428571429,75,-3.714285714,80,127.8966636,4.248203088,874
7/2/2023,P001,152,14,2128,2.8,1708,9.142857143,66,4.571428571,80,56.26906642,4.799149147,512
7/3/2023,P001,152,1,152,0.2,1709,7.857142857,64,-8.142857143,80,161.8847837,4.085698621,207
7/4/2023,P001,152,5,760,1,1714,7.571428571,55,-2.857142857,80,118.8944203,3.669811229,457
7/5/2023,P001,152,19,2888,3.8,1733,8.857142857,53,11.42857143,80,121.106922,3.990847253,487
7/6/2023,P001,152,6,912,1.2,1739,9.142857143,62,-2.857142857,80,95.48549851,3.303349759,106
7/7/2023,P001,152,4,608,0.8,1743,8,64,-5.142857143,80,135.771496,3.067064869,607
7/8/2023,P001,152,1,152,0.2,1744,7.142857143,56,-7,80,299.687771,3.684163497,815
7/9/2023,P001,152,12,1824,2.4,1756,6.857142857,50,4.857142857,80,126.9423714,4.207915744,24
7/10/2023,P001,152,7,1064,1.4,1763,7.714285714,48,0.142857143,80,75.18447634,3.817910354,694
7/11/2023,P001,152,1,152,0.2,1764,7.142857143,54,-6.714285714,80,37.75724241,4.085448887,820
7/12/2023,P001,152,4,608,0.8,1768,5,50,-3.142857143,80,318.732453,3.685048514,143
7/13/2023,P001,152,7,1064,1.4,1775,5.142857143,35,2,80,242.4948705,4.894566679,405
7/14/2023,P001,152,12,1824,2.4,1787,6.285714286,36,6.857142857,80,127.6301117,4.222908471,632
7/15/2023,P001,152,7,1064,1.4,1794,7.142857143,44,0.714285714,80,341.1256683,3.204425328,333
7/16/2023,P001,152,4,608,0.8,1798,6,50,-3.142857143,80,337.6798218,4.302734422,613
7/17/2023,P001,152,8,1216,1.6,1806,6.142857143,42,2,80,78.19915787,3.208493932,306
7/18/2023,P001,152,10,1520,2,1816,7.428571429,43,3.857142857,80,128.9544443,3.471812069,355
7/19/2023,P001,152,13,1976,2.6,1829,8.714285714,52,5.571428571,80,151.8396661,4.841683765,840
1/1/2023,P002,487,18,8766,3.6,18,18,,,3,70.6671366,3.758611397,318
1/2/2023,P002,487,8,3896,1.6,26,13,18,5.428571429,3,103.8721963,3.009264046,946
1/3/2023,P002,487,2,974,0.4,28,9.333333333,26,-1.714285714,3,64.81686936,4.727036281,815
1/4/2023,P002,487,1,487,0.2,29,7.25,28,-3,3,260.5148445,4.475002496,538
1/5/2023,P002,487,10,4870,2,39,7.8,29,5.857142857,3,57.70072073,3.496452886,34
1/6/2023,P002,487,6,2922,1.2,45,7.5,39,0.428571429,3,146.2606877,3.622946342,294
1/7/2023,P002,487,10,4870,2,55,7.857142857,45,3.571428571,3,98.81360025,3.425361569,58
1/8/2023,P002,487,6,2922,1.2,61,6.142857143,55,-1.857142857,3,240.2060979,4.114610738,351
1/9/2023,P002,487,7,3409,1.4,68,6,43,0.857142857,3,3.008780041,3.619873853,999
1/10/2023,P002,487,18,8766,3.6,86,8.285714286,42,12,3,152.6886569,3.698773998,679
1/11/2023,P002,487,16,7792,3.2,102,10.42857143,58,7.714285714,3,34.38596014,4.673129627,28
1/12/2023,P002,487,17,8279,3.4,119,11.42857143,73,6.571428571,3,102.2803997,4.05529546,511
1/13/2023,P002,487,16,7792,3.2,135,12.85714286,80,4.571428571,3,98.91598525,4.530712562,653
1/14/2023,P002,487,0,0,0,135,11.42857143,90,-12.85714286,3,128.5598185,4.892230924,809
1/15/2023,P002,487,9,4383,1.8,144,11.85714286,80,-2.428571429,3,70.82127555,3.817468342,96
1/16/2023,P002,487,17,8279,3.4,161,13.28571429,83,5.142857143,3,35.74380032,3.054191985,768
1/17/2023,P002,487,2,974,0.4,163,11,93,-11.28571429,3,113.533652,4.011015758,337
1/18/2023,P002,487,14,6818,2.8,177,10.71428571,77,3,3,167.1664776,4.305492216,273
1/19/2023,P002,487,1,487,0.2,178,8.428571429,75,-9.714285714,3,371.4708685,4.444533864,129
1/20/2023,P002,487,13,6331,2.6,191,8,59,4.571428571,3,293.8198032,4.888819451,191
1/21/2023,P002,487,13,6331,2.6,204,9.857142857,56,5,3,104.2843642,3.17385003,339
1/22/2023,P002,487,6,2922,1.2,210,9.428571429,69,-3.857142857,3,335.2075685,3.053064408,390
1/23/2023,P002,487,18,8766,3.6,228,9.571428571,66,8.571428571,3,199.9299746,4.40789227,906
1/24/2023,P002,487,14,6818,2.8,242,11.28571429,67,4.428571429,3,38.48949593,3.518846867,395
1/25/2023,P002,487,2,974,0.4,244,9.571428571,79,-9.285714286,3,40.33415724,4.661309013,814
1/26/2023,P002,487,5,2435,1,249,10.14285714,67,-4.571428571,3,36.85804284,3.872253058,949
1/27/2023,P002,487,2,974,0.4,251,8.571428571,71,-8.142857143,3,412.2679376,4.55951755,602
1/28/2023,P002,487,9,4383,1.8,260,8,60,0.428571429,3,192.5232823,4.789104454,137
1/29/2023,P002,487,16,7792,3.2,276,9.428571429,56,8,3,238.068191,3.537354719,561
1/30/2023,P002,487,1,487,0.2,277,7,66,-8.428571429,3,257.9756402,3.278712148,244
1/31/2023,P002,487,13,6331,2.6,290,6.857142857,49,6,3,286.3813059,4.801144602,619
2/1/2023,P002,487,4,1948,0.8,294,7.142857143,48,-2.857142857,3,19.32412871,4.059323357,51
2/2/2023,P002,487,3,1461,0.6,297,6.857142857,50,-4.142857143,3,101.7403425,4.108356005,162
2/3/2023,P002,487,5,2435,1,302,7.285714286,48,-1.857142857,3,375.7501477,3.21315746,351
2/4/2023,P002,487,5,2435,1,307,6.714285714,51,-2.285714286,3,385.0163548,4.201033721,830
2/5/2023,P002,487,6,2922,1.2,313,5.285714286,47,-0.714285714,3,55.98401772,3.83754105,485
2/6/2023,P002,487,13,6331,2.6,326,7,37,7.714285714,3,64.14464882,4.476067233,828
2/7/2023,P002,487,3,1461,0.6,329,5.571428571,49,-4,3,118.4343674,3.778591228,305
2/8/2023,P002,487,10,4870,2,339,6.428571429,39,4.428571429,3,142.9387611,3.594243431,236
2/9/2023,P002,487,1,487,0.2,340,6.142857143,45,-5.428571429,3,62.07833981,4.873659479,78
2/10/2023,P002,487,0,0,0,340,5.428571429,43,-6.142857143,3,41.59289779,3.324027756,253
2/11/2023,P002,487,10,4870,2,350,6.142857143,38,4.571428571,3,429.7918769,4.246665102,459
2/12/2023,P002,487,8,3896,1.6,358,6.428571429,43,1.857142857,3,22.10936916,3.825587101,70
2/13/2023,P002,487,10,4870,2,368,6,45,3.571428571,3,84.82860583,3.492804066,140
2/14/2023,P002,487,17,8279,3.4,385,8,42,11,3,184.6971947,4.935398776,111
2/15/2023,P002,487,1,487,0.2,386,6.714285714,56,-7,3,62.1444993,4.614860504,826
2/16/2023,P002,487,16,7792,3.2,402,8.857142857,47,9.285714286,3,264.0522178,4.042601335,21
2/17/2023,P002,487,15,7305,3,417,11,62,6.142857143,3,35.93426675,4.277898771,90
2/18/2023,P002,487,4,1948,0.8,421,10.14285714,77,-7,3,263.8374381,4.9611536,475
2/19/2023,P002,487,11,5357,2.2,432,10.57142857,71,0.857142857,3,49.00578195,3.103191613,547
2/20/2023,P002,487,14,6818,2.8,446,11.14285714,74,3.428571429,3,18.82658801,4.850496635,928
2/21/2023,P002,487,6,2922,1.2,452,9.571428571,78,-5.142857143,3,7.9504874,3.594698015,697
2/22/2023,P002,487,7,3409,1.4,459,10.42857143,67,-2.571428571,3,424.9282693,4.590683676,232
2/23/2023,P002,487,19,9253,3.8,478,10.85714286,73,8.571428571,3,78.80755669,4.044869152,624
2/24/2023,P002,487,16,7792,3.2,494,11,76,5.142857143,3,86.41606564,3.460017675,197
2/25/2023,P002,487,12,5844,2.4,506,12.14285714,77,1,3,48.38907384,4.060530265,995
2/26/2023,P002,487,11,5357,2.2,517,12.14285714,85,-1.142857143,3,13.15884415,4.58144633,930
2/27/2023,P002,487,12,5844,2.4,529,11.85714286,85,-0.142857143,3,56.05704809,3.853634113,117
2/28/2023,P002,487,1,487,0.2,530,11.14285714,83,-10.85714286,3,46.0993313,4.980682627,260
3/1/2023,P002,487,12,5844,2.4,542,11.85714286,78,0.857142857,3,99.70395316,4.865179819,900
3/2/2023,P002,487,6,2922,1.2,548,10,83,-5.857142857,3,30.1003103,4.534376578,486
3/3/2023,P002,487,11,5357,2.2,559,9.285714286,70,1,3,196.5612238,3.543373942,386
3/4/2023,P002,487,9,4383,1.8,568,8.857142857,65,-0.285714286,3,114.8109766,4.475164603,999
3/5/2023,P002,487,16,7792,3.2,584,9.571428571,62,7.142857143,3,20.18655034,3.594005753,333
3/6/2023,P002,487,17,8279,3.4,601,10.28571429,67,7.428571429,3,48.3607751,3.554531291,958
3/7/2023,P002,487,13,6331,2.6,614,12,72,2.714285714,3,17.70604063,3.768653294,353
