Order Date,Product_Id,Quantity,Visibility,Cart Count,Cumulative Sales,7-Day Moving Avg,Sales Last 7 Days,Trend,Sort Rank,Interaction Score,Stars,Reviews Count,Base_Price,Market_Price,avg_PED,Elasticity_Type
2023-02-14,P001,17,2584,3.4,448,8.142857143,40.0,11.28571429,80.0,47.85924466,3.682132702,482,912,1776.8,16.369769809927185,Elastic
2023-02-15,P001,17,2584,3.4,465,9.857142857,57.0,8.857142857,80.0,441.6848005,4.391568799,272,912,1776.8,16.369769809927185,
2023-02-16,P001,15,2280,3.0,480,9.714285714,69.0,5.142857143,80.0,256.133328,3.52165835,906,912,1685.6,16.369769809927185,Elastic
2023-02-17,P001,15,2280,3.0,495,11.14285714,68.0,5.285714286,80.0,335.455741,4.800836114,18,912,1685.6,16.369769809927185,
2023-02-18,P001,8,1216,1.6,503,11.57142857,78.0,-3.142857143,80.0,115.0482383,4.693322284,413,912,1594.4,16.369769809927185,Elastic
2023-02-19,P001,0,0,0.0,503,11.14285714,81.0,-11.57142857,80.0,267.6094938,4.871269988,429,912,1503.2,16.369769809927185,Elastic
2023-02-20,P001,5,760,1.0,508,11.0,78.0,-6.142857143,80.0,363.9193489,3.744565533,482,912,1503.2,16.369769809927185,
2023-02-21,P001,2,304,0.4,510,8.857142857,77.0,-9.0,80.0,88.10379625,3.321616103,347,912,1503.2,16.369769809927185,
2023-02-22,P001,1,152,0.2,511,6.571428571,62.0,-7.857142857,80.0,301.4064633,4.988914925,170,912,1503.2,16.369769809927185,
2023-02-23,P001,3,456,0.6,514,4.857142857,46.0,-3.571428571,80.0,40.92892335,3.357645418,513,912,1503.2,16.369769809927185,
2023-02-24,P001,7,1064,1.4,521,3.714285714,34.0,2.142857143,80.0,74.74719191,3.616121584,697,912,1594.4,16.369769809927185,Elastic
2023-02-25,P001,11,1672,2.2,532,4.142857143,26.0,7.285714286,80.0,261.0320424,3.530404735,759,912,1685.6,16.369769809927185,Elastic
2023-02-26,P001,5,760,1.0,537,4.857142857,29.0,0.857142857,80.0,250.6941431,4.78409311,292,912,1503.2,16.369769809927185,Elastic
2023-02-27,P001,1,152,0.2,538,4.285714286,34.0,-3.857142857,80.0,232.8304222,4.153807769,969,912,1503.2,16.369769809927185,
2023-02-28,P001,0,0,0.0,538,4.0,30.0,-4.285714286,80.0,108.639289,3.99838676,525,912,1503.2,16.369769809927185,
2023-03-01,P001,2,304,0.4,540,4.142857143,28.0,-2.0,80.0,69.26167297,4.989101022,167,912,1503.2,16.369769809927185,
2023-03-02,P001,13,1976,2.6,553,5.571428571,29.0,8.857142857,80.0,461.2862985,4.495437548,46,912,1685.6,16.369769809927185,Elastic
2023-03-03,P001,16,2432,3.2,569,6.857142857,39.0,10.42857143,80.0,305.0506874,4.927239954,125,912,1776.8,16.369769809927185,Elastic
2023-03-04,P001,0,0,0.0,569,5.285714286,48.0,-6.857142857,80.0,40.81838437,4.113602525,744,912,1503.2,16.369769809927185,Elastic
2023-03-05,P001,2,304,0.4,571,4.857142857,37.0,-3.285714286,80.0,78.72587233,3.417837435,952,912,1503.2,16.369769809927185,
2023-03-06,P001,1,152,0.2,572,4.857142857,34.0,-3.857142857,80.0,4.033309193,3.645101528,113,912,1503.2,16.369769809927185,
2023-03-07,P001,0,0,0.0,572,4.857142857,34.0,-4.857142857,80.0,74.23129564,4.105639954,691,912,1503.2,16.369769809927185,
2023-03-08,P001,2,304,0.4,574,4.857142857,34.0,-2.857142857,80.0,48.59586659,4.826481105,515,912,1503.2,16.369769809927185,
2023-03-09,P001,6,912,1.2,580,3.857142857,34.0,1.142857143,80.0,135.272933,3.388547907,785,912,1594.4,16.369769809927185,Elastic
2023-03-10,P001,13,1976,2.6,593,3.428571429,27.0,9.142857143,80.0,317.9209715,4.773234298,152,912,1685.6,16.369769809927185,Elastic
2023-03-11,P001,1,152,0.2,594,3.571428571,24.0,-2.428571429,80.0,119.7057151,4.344052271,60,912,1503.2,16.369769809927185,Elastic
2023-03-12,P001,16,2432,3.2,610,5.571428571,25.0,12.42857143,80.0,80.45749285,3.606531029,453,912,1776.8,16.369769809927185,Elastic
2023-03-13,P001,4,608,0.8,614,6.0,39.0,-1.571428571,80.0,163.7155711,3.543085832,629,912,1503.2,16.369769809927185,Elastic
2023-03-14,P001,4,608,0.8,618,6.571428571,42.0,-2.0,80.0,16.97436388,3.103363442,893,912,1503.2,16.369769809927185,
2023-03-15,P001,14,2128,2.8,632,8.285714286,46.0,7.428571429,80.0,151.9219537,4.452182667,278,912,1685.6,16.369769809927185,Elastic
2023-03-16,P001,17,2584,3.4,649,9.857142857,58.0,8.714285714,80.0,91.9560418,3.082135034,129,912,1776.8,16.369769809927185,Elastic
2023-03-17,P001,18,2736,3.6,667,10.57142857,69.0,8.142857143,80.0,151.5737126,3.501721055,483,912,1776.8,16.369769809927185,
2023-03-18,P001,8,1216,1.6,675,11.57142857,74.0,-2.571428571,80.0,3.753999603,3.34658864,522,912,1594.4,16.369769809927185,Elastic
2023-03-19,P001,14,2128,2.8,689,11.28571429,81.0,2.428571429,80.0,96.04663645,3.365731994,246,912,1685.6,16.369769809927185,Elastic
2023-03-20,P001,0,0,0.0,689,10.71428571,79.0,-11.28571429,80.0,308.4455118,4.108708105,799,912,1503.2,16.369769809927185,Elastic
2023-03-21,P001,2,304,0.4,691,10.42857143,75.0,-8.714285714,80.0,31.85478333,3.317292895,95,912,1503.2,16.369769809927185,
2023-03-22,P001,13,1976,2.6,704,10.28571429,73.0,2.571428571,80.0,64.25822437,3.081457605,759,912,1685.6,16.369769809927185,Elastic
2023-03-23,P001,19,2888,3.8,723,10.57142857,72.0,8.714285714,80.0,27.22113727,3.195668321,441,912,1776.8,16.369769809927185,Elastic
2023-03-24,P001,6,912,1.2,729,8.857142857,74.0,-4.571428571,80.0,224.2104247,4.299547365,771,912,1594.4,16.369769809927185,Elastic
2023-03-25,P001,9,1368,1.8,738,9.0,62.0,0.142857143,80.0,163.0838195,3.521787247,915,912,1594.4,16.369769809927185,
2023-03-26,P001,18,2736,3.6,756,9.571428571,63.0,9.0,80.0,3.012545034,4.078754897,525,912,1776.8,16.369769809927185,Elastic
2023-03-27,P001,15,2280,3.0,771,11.71428571,67.0,5.428571429,80.0,2.564549979,3.053022621,905,912,1685.6,16.369769809927185,Elastic
2023-03-28,P001,19,2888,3.8,790,14.14285714,82.0,7.285714286,80.0,165.0948356,4.146734083,554,912,1776.8,16.369769809927185,Elastic
2023-03-29,P001,0,0,0.0,790,12.28571429,99.0,-14.14285714,80.0,182.5271184,4.882929618,844,912,1503.2,16.369769809927185,Elastic
2023-03-30,P001,0,0,0.0,790,9.571428571,86.0,-12.28571429,80.0,358.5124069,3.41336872,294,912,1503.2,16.369769809927185,
2023-03-31,P001,12,1824,2.4,802,10.42857143,67.0,2.428571429,80.0,85.48439803,3.036443651,508,912,1685.6,16.369769809927185,
2023-04-01,P001,17,2584,3.4,819,11.57142857,73.0,6.571428571,80.0,302.2941946,4.311445271,614,912,1776.8,16.369769809927185,Elastic
2023-04-02,P001,9,1368,1.8,828,10.28571429,81.0,-2.571428571,80.0,37.16498326,3.521389056,912,912,1594.4,16.369769809927185,Elastic
2023-04-03,P001,3,456,0.6,831,8.571428571,72.0,-7.285714286,80.0,282.8671076,4.754944027,429,912,1503.2,16.369769809927185,Elastic
2023-04-04,P001,3,456,0.6,834,6.285714286,60.0,-5.571428571,80.0,124.8123468,4.137040567,748,912,1503.2,16.369769809927185,
2023-04-05,P001,16,2432,3.2,850,8.571428571,44.0,9.714285714,80.0,141.3572768,3.744036172,105,912,1776.8,16.369769809927185,Elastic
2023-04-06,P001,4,608,0.8,854,9.142857143,60.0,-4.571428571,80.0,107.4913092,4.501742136,226,912,1503.2,16.369769809927185,Elastic
2023-04-07,P001,2,304,0.4,856,7.714285714,64.0,-7.142857143,80.0,24.01242308,4.068654947,605,912,1503.2,16.369769809927185,
2023-04-08,P001,15,2280,3.0,871,7.428571429,54.0,7.285714286,80.0,33.26014048,4.791046457,186,912,1685.6,16.369769809927185,Elastic
2023-04-09,P001,3,456,0.6,874,6.571428571,52.0,-4.428571429,80.0,19.82366151,3.182573354,464,912,1503.2,16.369769809927185,Elastic
2023-04-10,P001,13,1976,2.6,887,8.0,46.0,6.428571429,80.0,192.7681401,4.146875776,376,912,1685.6,16.369769809927185,Elastic
2023-04-11,P001,15,2280,3.0,902,9.714285714,56.0,7.0,80.0,276.5844267,4.204881852,957,912,1685.6,16.369769809927185,
2023-04-12,P001,3,456,0.6,905,7.857142857,68.0,-6.714285714,80.0,76.55645074,4.579236286,118,912,1503.2,16.369769809927185,Elastic
2023-04-13,P001,9,1368,1.8,914,8.571428571,55.0,1.142857143,80.0,68.55789968,4.099057765,142,912,1594.4,16.369769809927185,Elastic
2023-04-14,P001,2,304,0.4,916,8.571428571,60.0,-6.571428571,80.0,341.3112548,3.234134033,597,912,1503.2,16.369769809927185,Elastic
2023-04-15,P001,8,1216,1.6,924,7.571428571,60.0,-0.571428571,80.0,68.78272296,3.202245352,528,912,1594.4,16.369769809927185,Elastic
2023-04-16,P001,13,1976,2.6,937,9.0,53.0,5.428571429,80.0,159.7628141,3.793303204,804,912,1685.6,16.369769809927185,Elastic
2023-04-17,P001,1,152,0.2,938,7.285714286,63.0,-8.0,80.0,49.03961954,3.466456145,657,912,1503.2,16.369769809927185,Elastic
2023-04-18,P001,15,2280,3.0,953,7.285714286,51.0,7.714285714,80.0,382.9196516,4.625599135,520,912,1685.6,16.369769809927185,Elastic
2023-04-19,P001,6,912,1.2,959,7.714285714,51.0,-1.285714286,80.0,19.77601702,3.700436493,261,912,1594.4,16.369769809927185,Elastic
2023-04-20,P001,18,2736,3.6,977,9.0,54.0,10.28571429,80.0,221.8637338,4.410168729,723,912,1776.8,16.369769809927185,Elastic
2023-04-21,P001,18,2736,3.6,995,11.28571429,63.0,9.0,80.0,96.80092526,3.507364348,763,912,1776.8,16.369769809927185,
2023-04-22,P001,19,2888,3.8,1014,12.85714286,79.0,7.714285714,80.0,89.99157157,4.645580704,944,912,1776.8,16.369769809927185,
2023-04-23,P001,0,0,0.0,1014,11.0,90.0,-12.85714286,80.0,342.6225092,4.924345097,200,912,1503.2,16.369769809927185,Elastic
2023-04-24,P001,16,2432,3.2,1030,13.14285714,77.0,5.0,80.0,43.94165446,3.447191677,143,912,1776.8,16.369769809927185,
2023-04-25,P001,11,1672,2.2,1041,12.57142857,92.0,-2.142857143,80.0,221.0221204,3.086319824,158,912,1685.6,16.369769809927185,Elastic
2023-04-26,P001,15,2280,3.0,1056,13.85714286,88.0,2.428571429,80.0,233.3103327,4.838231431,685,912,1685.6,16.369769809927185,
2023-04-27,P001,2,304,0.4,1058,11.57142857,97.0,-11.85714286,80.0,215.5537361,4.046195688,242,912,1503.2,16.369769809927185,Elastic
2023-04-28,P001,16,2432,3.2,1074,11.28571429,81.0,4.428571429,80.0,117.2728374,4.99166275,575,912,1776.8,16.369769809927185,Elastic
2023-04-29,P001,2,304,0.4,1076,8.857142857,79.0,-9.285714286,80.0,262.4640264,4.830508683,339,912,1503.2,16.369769809927185,Elastic
2023-04-30,P001,15,2280,3.0,1091,11.0,62.0,6.142857143,80.0,346.6401903,3.213512132,382,912,1685.6,16.369769809927185,Elastic
2023-05-01,P001,7,1064,1.4,1098,9.714285714,77.0,-4.0,80.0,60.43390616,3.92739681,707,912,1594.4,16.369769809927185,Elastic
2023-05-02,P001,17,2584,3.4,1115,10.57142857,68.0,7.285714286,80.0,84.61381969,3.519899726,932,912,1776.8,16.369769809927185,Elastic
2023-05-03,P001,16,2432,3.2,1131,10.71428571,74.0,5.428571429,80.0,178.0005384,4.205563764,761,912,1776.8,16.369769809927185,
2023-05-04,P001,12,1824,2.4,1143,12.14285714,75.0,1.285714286,80.0,27.86225243,4.899599827,265,912,1685.6,16.369769809927185,Elastic
2023-05-05,P001,4,608,0.8,1147,10.42857143,85.0,-8.142857143,80.0,227.9416117,3.16549684,807,912,1503.2,16.369769809927185,Elastic
2023-05-06,P001,17,2584,3.4,1164,12.57142857,73.0,6.571428571,80.0,16.03175745,3.052733949,810,912,1776.8,16.369769809927185,Elastic
2023-05-07,P001,0,0,0.0,1164,10.42857143,88.0,-12.57142857,80.0,143.152536,3.75347794,291,912,1503.2,16.369769809927185,Elastic
2023-05-08,P001,16,2432,3.2,1180,11.71428571,73.0,5.571428571,80.0,426.6248522,3.073643735,520,912,1776.8,16.369769809927185,
2023-05-09,P001,0,0,0.0,1180,9.285714286,82.0,-11.71428571,80.0,58.00783226,4.729444753,986,912,1503.2,16.369769809927185,Elastic
2023-05-10,P001,4,608,0.8,1184,7.571428571,65.0,-5.285714286,80.0,14.99661208,4.110863411,574,912,1503.2,16.369769809927185,
2023-05-11,P001,4,608,0.8,1188,6.428571429,53.0,-3.571428571,80.0,334.3509591,3.494696203,87,912,1503.2,16.369769809927185,
2023-05-12,P001,8,1216,1.6,1196,7.0,45.0,1.571428571,80.0,77.34852069,3.549463594,781,912,1594.4,16.369769809927185,Elastic
2023-05-13,P001,0,0,0.0,1196,4.571428571,49.0,-7.0,80.0,117.9776876,3.093792936,104,912,1503.2,16.369769809927185,Elastic
2023-05-14,P001,7,1064,1.4,1203,5.571428571,32.0,2.428571429,80.0,37.01712492,3.952421394,780,912,1594.4,16.369769809927185,
2023-05-15,P001,17,2584,3.4,1220,5.714285714,39.0,11.42857143,80.0,238.0712041,4.935947531,999,912,1776.8,16.369769809927185,Elastic
2023-05-16,P001,16,2432,3.2,1236,8.0,40.0,10.28571429,80.0,72.19486295,3.841071557,238,912,1776.8,16.369769809927185,
2023-05-17,P001,13,1976,2.6,1249,9.285714286,56.0,5.0,80.0,194.6322727,4.806302117,713,912,1685.6,16.369769809927185,Elastic
2023-05-18,P001,1,152,0.2,1250,8.857142857,65.0,-8.285714286,80.0,235.4303231,4.273288643,344,912,1503.2,16.369769809927185,Elastic
2023-05-19,P001,18,2736,3.6,1268,10.28571429,62.0,9.142857143,80.0,240.0650085,4.094892614,490,912,1776.8,16.369769809927185,Elastic
2023-05-20,P001,14,2128,2.8,1282,12.28571429,72.0,3.714285714,80.0,131.8947276,4.395283743,806,912,1685.6,16.369769809927185,Elastic
2023-05-21,P001,3,456,0.6,1285,11.71428571,86.0,-9.285714286,80.0,48.23558294,3.984232586,517,912,1503.2,16.369769809927185,Elastic
2023-05-22,P001,19,2888,3.8,1304,12.0,82.0,7.285714286,80.0,96.44246285,4.241611369,459,912,1776.8,16.369769809927185,Elastic
2023-05-23,P001,12,1824,2.4,1316,11.42857143,84.0,0.0,80.0,78.97049607,3.480291238,892,912,1685.6,16.369769809927185,Elastic
2023-05-24,P001,14,2128,2.8,1330,11.57142857,80.0,2.571428571,80.0,83.35353882,4.169532212,980,912,1685.6,16.369769809927185,
2023-05-25,P001,15,2280,3.0,1345,13.57142857,81.0,3.428571429,80.0,14.25399592,3.691334567,204,912,1685.6,16.369769809927185,
2023-05-26,P001,2,304,0.4,1347,11.28571429,95.0,-11.57142857,80.0,97.95021502,3.344639742,643,912,1503.2,16.369769809927185,Elastic
2023-05-27,P001,18,2736,3.6,1365,11.85714286,79.0,6.714285714,80.0,5.817372325,3.690165256,691,912,1776.8,16.369769809927185,Elastic
2023-05-28,P001,5,760,1.0,1370,12.14285714,83.0,-6.857142857,80.0,17.79052181,3.412667437,555,912,1503.2,16.369769809927185,Elastic
2023-05-29,P001,16,2432,3.2,1386,11.71428571,85.0,3.857142857,80.0,135.6151088,3.643165529,803,912,1776.8,16.369769809927185,Elastic
2023-05-30,P001,14,2128,2.8,1400,12.0,82.0,2.285714286,80.0,196.6496872,4.747157248,840,912,1685.6,16.369769809927185,Elastic
2023-05-31,P001,15,2280,3.0,1415,12.14285714,84.0,3.0,80.0,32.35210782,4.736602214,17,912,1685.6,16.369769809927185,
2023-06-01,P001,16,2432,3.2,1431,12.28571429,85.0,3.857142857,80.0,176.2338411,3.418698647,648,912,1776.8,16.369769809927185,Elastic
2023-06-02,P001,13,1976,2.6,1444,13.85714286,86.0,0.714285714,80.0,302.1526605,4.062531508,395,912,1685.6,16.369769809927185,Elastic
2023-06-03,P001,12,1824,2.4,1456,13.0,97.0,-1.857142857,80.0,73.71256155,3.504873889,16,912,1685.6,16.369769809927185,
2023-06-04,P001,2,304,0.4,1458,12.57142857,91.0,-11.0,80.0,82.45489231,3.894824734,748,912,1503.2,16.369769809927185,Elastic
2023-06-05,P001,18,2736,3.6,1476,12.85714286,88.0,5.428571429,80.0,175.3194993,4.474810412,37,912,1776.8,16.369769809927185,Elastic
2023-06-06,P001,9,1368,1.8,1485,12.14285714,90.0,-3.857142857,80.0,55.34962626,3.422896014,483,912,1594.4,16.369769809927185,Elastic
2023-06-07,P001,11,1672,2.2,1496,11.57142857,85.0,-1.142857143,80.0,25.1272534,4.187184907,589,912,1685.6,16.369769809927185,Elastic
2023-06-08,P001,9,1368,1.8,1505,10.57142857,81.0,-2.571428571,80.0,74.82032918,3.173840576,120,912,1594.4,16.369769809927185,Elastic
2023-06-09,P001,1,152,0.2,1506,8.857142857,74.0,-9.571428571,80.0,129.2387626,3.863319092,604,912,1503.2,16.369769809927185,Elastic
2023-06-10,P001,9,1368,1.8,1515,8.428571429,62.0,0.142857143,80.0,12.81062174,4.799294794,329,912,1594.4,16.369769809927185,Elastic
2023-06-11,P001,1,152,0.2,1516,8.285714286,59.0,-7.428571429,80.0,116.6673447,4.973030498,750,912,1503.2,16.369769809927185,Elastic
2023-06-12,P001,0,0,0.0,1516,5.714285714,58.0,-8.285714286,80.0,21.6328865,3.305718278,512,912,1503.2,16.369769809927185,
2023-06-13,P001,15,2280,3.0,1531,6.571428571,40.0,9.285714286,80.0,123.204412,3.175775249,359,912,1685.6,16.369769809927185,
2023-06-14,P001,8,1216,1.6,1539,6.142857143,46.0,1.428571429,80.0,40.94898446,3.820793654,557,912,1594.4,16.369769809927185,Elastic
2023-06-15,P001,5,760,1.0,1544,5.571428571,43.0,-1.142857143,80.0,238.4108604,4.834791226,856,912,1503.2,16.369769809927185,Elastic
2023-06-16,P001,5,760,1.0,1549,6.142857143,39.0,-0.571428571,80.0,460.6252533,3.341775175,956,912,1503.2,16.369769809927185,
2023-06-17,P001,1,152,0.2,1550,5.0,43.0,-5.142857143,80.0,25.81641258,3.953238968,182,912,1503.2,16.369769809927185,
2023-06-18,P001,11,1672,2.2,1561,6.428571429,35.0,6.0,80.0,47.32806626,3.647358473,796,912,1685.6,16.369769809927185,Elastic
2023-06-19,P001,19,2888,3.8,1580,9.142857143,45.0,12.57142857,80.0,36.36529818,3.229673649,99,912,1776.8,16.369769809927185,Elastic
2023-06-20,P001,13,1976,2.6,1593,8.857142857,64.0,3.857142857,80.0,79.71732188,4.012207913,520,912,1685.6,16.369769809927185,Elastic
2023-06-21,P001,3,456,0.6,1596,8.142857143,62.0,-5.857142857,80.0,6.847706306,3.103647074,699,912,1503.2,16.369769809927185,Elastic
2023-06-22,P001,9,1368,1.8,1605,8.714285714,57.0,0.857142857,80.0,31.94412472,4.979920465,22,912,1594.4,16.369769809927185,Elastic
2023-06-23,P001,7,1064,1.4,1612,9.0,61.0,-1.714285714,80.0,275.5673559,3.277649547,338,912,1594.4,16.369769809927185,
2023-06-24,P001,16,2432,3.2,1628,11.14285714,63.0,7.0,80.0,22.00176385,3.943152377,428,912,1776.8,16.369769809927185,Elastic
2023-06-25,P001,16,2432,3.2,1644,11.85714286,78.0,4.857142857,80.0,264.1745904,4.930053821,343,912,1776.8,16.369769809927185,
2023-06-26,P001,10,1520,2.0,1654,10.57142857,83.0,-1.857142857,80.0,361.2554989,3.75845717,522,912,1594.4,16.369769809927185,Elastic
2023-06-27,P001,7,1064,1.4,1661,9.714285714,74.0,-3.571428571,80.0,233.1831722,4.683657554,849,912,1594.4,16.369769809927185,
2023-06-28,P001,10,1520,2.0,1671,10.71428571,68.0,0.285714286,80.0,58.53496946,4.599074262,300,912,1594.4,16.369769809927185,
2023-06-29,P001,4,608,0.8,1675,10.0,75.0,-6.714285714,80.0,332.1473127,4.04613085,141,912,1503.2,16.369769809927185,Elastic
2023-06-30,P001,12,1824,2.4,1687,10.71428571,70.0,2.0,80.0,60.35808066,4.633198879,304,912,1685.6,16.369769809927185,Elastic
2023-07-01,P001,7,1064,1.4,1694,9.428571429,75.0,-3.714285714,80.0,127.8966636,4.248203088,874,912,1594.4,16.369769809927185,Elastic
2023-07-02,P001,14,2128,2.8,1708,9.142857143,66.0,4.571428571,80.0,56.26906642,4.799149147,512,912,1685.6,16.369769809927185,Elastic
2023-07-03,P001,1,152,0.2,1709,7.857142857,64.0,-8.142857143,80.0,161.8847837,4.085698621,207,912,1503.2,16.369769809927185,Elastic
2023-07-04,P001,5,760,1.0,1714,7.571428571,55.0,-2.857142857,80.0,118.8944203,3.669811229,457,912,1503.2,16.369769809927185,
2023-07-05,P001,19,2888,3.8,1733,8.857142857,53.0,11.42857143,80.0,121.106922,3.990847253,487,912,1776.8,16.369769809927185,Elastic
